Title,URL,License,ID,File
"Proces rozpoznania, oczekiwania oraz charakterystyka psychologiczna kobiet z zespołem wielotorbielowatych jajników",https://ppm.edu.pl/info/phd/GUM07de31bf6fcf4115b735f7b61bc121fa?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BProces%2Brozpoznania%252C%2Boczekiwania%2Boraz%2Bcharakterystyka%2Bpsychologiczna%2Bkobiet%2Bz%2Bzespo%25C5%2582em%2Bwielotorbielowatych%2Bjajnik%25C3%25B3w%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,0,https://ppm.edu.pl/docstore/download/GUMd936ed082a9c459e91a4bb4e49d9268c/GUM07de31bf6fcf4115b735f7b61bc121fa.pdf?entityType=phd&entityId=GUM07de31bf6fcf4115b735f7b61bc121fa
"Analiza zapisu elektroencefalograficznego, zmiennych neuropoznawczych, neurometabolicznych oraz wybranych zmiennych stanu psychicznego młodych dorosłych poddanych przezczaszkowej stymulacji prądem stałym-tdcs",https://ppm.edu.pl/info/phd/UML2768b0877d9e489281ef1a5c8c4156e2?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BAnaliza%2Bzapisu%2Belektroencefalograficznego%252C%2Bzmiennych%2Bneuropoznawczych%252C%2Bneurometabolicznych%2Boraz%2Bwybranych%2Bzmiennych%2Bstanu%2Bpsychicznego%2Bm%25C5%2582odych%2Bdoros%25C5%2582ych%2Bpoddanych%2Bprzezczaszkowej%2Bstymulacji%2Bpr%25C4%2585dem%2Bsta%25C5%2582ym-tdcs%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,1,https://ppm.edu.pl/docstore/download/UML5e6fd11222da494fafdaa644aa5fd5ff/2024-132_Futyma+M_CC-BY-SA.pdf?entityType=phd&entityId=UML2768b0877d9e489281ef1a5c8c4156e2
Sztywność i elastyczność aorty oceniane metodą wielorzędowej tomografii komputerowej jako potencjalne markery zdrowia i ryzyka sercowo-naczyniowego,https://ppm.edu.pl/info/phd/UMW182a04504a0b4be481fe2afa11ecd920?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BSztywno%25C5%259B%25C4%2587%2Bi%2Belastyczno%25C5%259B%25C4%2587%2Baorty%2Boceniane%2Bmetod%25C4%2585%2Bwielorz%25C4%2599dowej%2Btomografii%2Bkomputerowej%2Bjako%2Bpotencjalne%2Bmarkery%2Bzdrowia%2Bi%2Bryzyka%2Bsercowo-naczyniowego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,2,https://ppm.edu.pl/docstore/download/UMW28515b67a36f4b5d9c70893ce1d2252c/Hajdusianek+Wojciech.pdf?entityType=phd&entityId=UMW182a04504a0b4be481fe2afa11ecd920
Ocena efektywności nowej metody rekonstrukcji kości żuchwy z wykorzystaniem indywidualizowanego 3D allogennego bloku kostnego w odcinkach uzębionych,https://ppm.edu.pl/info/phd/UMW3211444b64564887a08254b4ee9de5db?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Befektywno%25C5%259Bci%2Bnowej%2Bmetody%2Brekonstrukcji%2Bko%25C5%259Bci%2B%25C5%25BCuchwy%2Bz%2Bwykorzystaniem%2Bindywidualizowanego%2B3D%2Ballogennego%2Bbloku%2Bkostnego%2Bw%2Bodcinkach%2Buz%25C4%2599bionych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,3,https://ppm.edu.pl/docstore/download/UMWc24a08fbdedf431b8cd1e0475056a4ac/Hnitecka+Sylwia.pdf?entityType=phd&entityId=UMW3211444b64564887a08254b4ee9de5db
"Ocena wpływu zmian systemowych na diagnostykę i leczenie pacjentów onkologicznych w Polsce. na przykładzie Uniwersyteckiego Szpitala Klinicznego im. Mikulicza Radeckiego we Wrocławiu, w latach 2010-2021",https://ppm.edu.pl/info/phd/UMWb99db56d323e4d32a4938445e531931f?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bwp%25C5%2582ywu%2Bzmian%2Bsystemowych%2Bna%2Bdiagnostyk%25C4%2599%2Bi%2Bleczenie%2Bpacjent%25C3%25B3w%2Bonkologicznych%2Bw%2BPolsce.%2Bna%2Bprzyk%25C5%2582adzie%2BUniwersyteckiego%2BSzpitala%2BKlinicznego%2Bim.%2BMikulicza%2BRadeckiego%2Bwe%2BWroc%25C5%2582awiu%252C%2Bw%2Blatach%2B2010-2021%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,4,https://ppm.edu.pl/docstore/download/UMW9ff61eab58e24e0c8d6afc7e2d042321/Kiedik+Dorota.pdf?entityType=phd&entityId=UMWb99db56d323e4d32a4938445e531931f
Ocena bezpieczeństwa i skuteczności profilaktyki przeciwgrzybiczej pozakonazolem w oparciu o badania farmakokinetyki leku u dzieci poddanych intensywnej chemioterapii i/lub przeszczepieniu komórek hematopoetycznych,https://ppm.edu.pl/info/phd/UMW403d449a6fb64e0693bb2b038b35b803?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bbezpiecze%25C5%2584stwa%2Bi%2Bskuteczno%25C5%259Bci%2Bprofilaktyki%2Bprzeciwgrzybiczej%2Bpozakonazolem%2Bw%2Boparciu%2Bo%2Bbadania%2Bfarmakokinetyki%2Bleku%2Bu%2Bdzieci%2Bpoddanych%2Bintensywnej%2Bchemioterapii%2Bi%2Blub%2Bprzeszczepieniu%2Bkom%25C3%25B3rek%2Bhematopoetycznych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,5,https://ppm.edu.pl/docstore/download/UMW441187fd8a414a1993ac9ac65815fb68/Liszka+Karolina.pdf?entityType=phd&entityId=UMW403d449a6fb64e0693bb2b038b35b803
"Opracowanie profilu miRNA dla różnicowania, predykcji i rokowania zespołu kacheksji u chorych na przewlekłą niewydolność serca",https://ppm.edu.pl/info/phd/UML91b1aa9d784d4790a761120ae79bb61d?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOpracowanie%2Bprofilu%2BmiRNA%2Bdla%2Br%25C3%25B3%25C5%25BCnicowania%252C%2Bpredykcji%2Bi%2Brokowania%2Bzespo%25C5%2582u%2Bkacheksji%2Bu%2Bchorych%2Bna%2Bprzewlek%25C5%2582%25C4%2585%2Bniewydolno%25C5%259B%25C4%2587%2Bserca%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,6,https://ppm.edu.pl/docstore/download/UML5a23e8b050f94729a1c948132b68b9cd/2024-116_Maziarz+M_CC-BY-SA.pdf?entityType=phd&entityId=UML91b1aa9d784d4790a761120ae79bb61d
Modyfikacja funkcji nerek przez suraminę w doświadczalnie wywołanej cukrzycy typu 1,https://ppm.edu.pl/info/phd/GUM059fd566c6454c0bb3b8282517d76d21?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BModyfikacja%2Bfunkcji%2Bnerek%2Bprzez%2Bsuramin%25C4%2599%2Bw%2Bdo%25C5%259Bwiadczalnie%2B%2Bwywo%25C5%2582anej%2Bcukrzycy%2Btypu%2B1%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,7,https://ppm.edu.pl/docstore/download/GUMce9a6876a65441d9baf58594ad65e005/GUM059fd566c6454c0bb3b8282517d76d21.pdf?entityType=phd&entityId=GUM059fd566c6454c0bb3b8282517d76d21
Ocena zależności pomiędzy rekonstrukcją więzadła krzyżowego przedniego a rozwojem zmian zwyrodnieniowych stawu kolanowego,https://ppm.edu.pl/info/phd/UMWc9aedfae06b2478b9627bd435d73b812?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bzale%25C5%25BCno%25C5%259Bci%2Bpomi%25C4%2599dzy%2Brekonstrukcj%25C4%2585%2Bwi%25C4%2599zad%25C5%2582a%2Bkrzy%25C5%25BCowego%2Bprzedniego%2Ba%2Brozwojem%2Bzmian%2Bzwyrodnieniowych%2Bstawu%2Bkolanowego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,8,https://ppm.edu.pl/docstore/download/UMW8577bc768bc544cfb0f5c1a399e4e32f/Wielgus+Andrzej.pdf?entityType=phd&entityId=UMWc9aedfae06b2478b9627bd435d73b812
Zmiany błony śluzowej jamy ustnej u dzieci leczonych onkologicznie z rozpoznaniem nowotworowych chorób hematologicznych,https://ppm.edu.pl/info/phd/GUM15b71336b6494d6bba9e39c2cfe50f29?aq=.%3Aca2a18e81f674e01a71e1adb8f31a7e8&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZmiany%2Bb%25C5%2582ony%2B%25C5%259Bluzowej%2Bjamy%2Bustnej%2Bu%2Bdzieci%2Bleczonych%2Bonkologicznie%2Bz%2B%2Brozpoznaniem%2Bnowotworowych%2Bchor%25C3%25B3b%2Bhematologicznych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-SA,9,https://ppm.edu.pl/docstore/download/GUM549ad2b6eab04c35a9b93c48802a7896/GUM15b71336b6494d6bba9e39c2cfe50f29.pdf?entityType=phd&entityId=GUM15b71336b6494d6bba9e39c2cfe50f29
