Title,URL,File
Poziom stresu i interakcja ze stomatologiem w inwazyjnej procedurze stomatologicznej,https://ppm.edu.pl/info/phd/UMWe7a86e9ef24d4c9ea3f0cc8da1722124?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BPoziom%2Bstresu%2Bi%2Binterakcja%2Bze%2Bstomatologiem%2Bw%2Binwazyjnej%2Bprocedurze%2Bstomatologicznej%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMW7044a382e34444b28a0c10822fd45df9/Pitu%C5%82aj+Artur.pdf?entityType=phd&entityId=UMWe7a86e9ef24d4c9ea3f0cc8da1722124
Ekspresja testyny oraz markerów przejścia epitelialno-mezenchymalnego w rakach szyjki macicy oraz zmianach przedinwazyjnych,https://ppm.edu.pl/info/phd/UMW7bd57883d8894d47b52ee7b3ed530362?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BEkspresja%2Btestyny%2Boraz%2Bmarker%25C3%25B3w%2Bprzej%25C5%259Bcia%2Bepitelialno-mezenchymalnego%2Bw%2Brakach%2Bszyjki%2Bmacicy%2Boraz%2Bzmianach%2Bprzedinwazyjnych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMW9ce0c9c527c44d2097350b572b66ca6d/Popiel-Kopaczyk+Aneta.pdf?entityType=phd&entityId=UMW7bd57883d8894d47b52ee7b3ed530362
"Analiza mechanizmów skuteczności leczenia immunosupresyjnego u biorców przeszczepu nerki z wykorzystaniem parametrów farmakogenomicznych i farmakokinetycznych metabolizmu leków, a także oceny działań niepożądanych i jakości życia",https://ppm.edu.pl/info/phd/UMW158083660b2b4ff080cace24bf3f1d41?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BAnaliza%2Bmechanizm%25C3%25B3w%2Bskuteczno%25C5%259Bci%2Bleczenia%2Bimmunosupresyjnego%2Bu%2Bbiorc%25C3%25B3w%2Bprzeszczepu%2Bnerki%2Bz%2Bwykorzystaniem%2Bparametr%25C3%25B3w%2Bfarmakogenomicznych%2Bi%2Bfarmakokinetycznych%2Bmetabolizmu%2Blek%25C3%25B3w%252C%2Ba%2Btak%25C5%25BCe%2Boceny%2Bdzia%25C5%2582a%25C5%2584%2Bniepo%25C5%25BC%25C4%2585danych%2Bi%2Bjako%25C5%259Bci%2B%25C5%25BCycia%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMW5e249076458544fca92a1f4ac636ee97/Pozna%C5%84ski+Pawe%C5%82.pdf?entityType=phd&entityId=UMW158083660b2b4ff080cace24bf3f1d41
Ocena powikłań pooperacyjnych i nawrotów u pacjentów leczonych w szpitalu w Trzebnicy z powodu przepukliny pachwinowej metodą beznapięciową z użyciem siatki samomocującej i wszywanej w latach 2008-2018,https://ppm.edu.pl/info/phd/UMWbb2cd54f88bc44ceb2d45a88ea26e1e9?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bpowik%25C5%2582a%25C5%2584%2Bpooperacyjnych%2Bi%2Bnawrot%25C3%25B3w%2Bu%2Bpacjent%25C3%25B3w%2Bleczonych%2Bw%2Bszpitalu%2Bw%2BTrzebnicy%2Bz%2Bpowodu%2Bprzepukliny%2Bpachwinowej%2Bmetod%25C4%2585%2Bbeznapi%25C4%2599ciow%25C4%2585%2Bz%2Bu%25C5%25BCyciem%2Bsiatki%2Bsamomocuj%25C4%2585cej%2Bi%2Bwszywanej%2Bw%2Blatach%2B2008-2018%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMWc505b890dd3948149fb4b9dd9dbc1718/Pupka+Dominika.pdf?entityType=phd&entityId=UMWbb2cd54f88bc44ceb2d45a88ea26e1e9
Czynniki ryzyka zakrzepowo-zatorowego u chorych z rozpoznaniem migotania przedsionków w aspekcie leczenia przeciwzakrzepowego oraz rokowania odległego,https://ppm.edu.pl/info/phd/UMWf110b799b6ba40cb9078e227f5860524?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BCzynniki%2Bryzyka%2Bzakrzepowo-zatorowego%2Bu%2Bchorych%2Bz%2Brozpoznaniem%2Bmigotania%2Bprzedsionk%25C3%25B3w%2Bw%2Baspekcie%2Bleczenia%2Bprzeciwzakrzepowego%2Boraz%2Brokowania%2Bodleg%25C5%2582ego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMWbcd934db641b4f8ba916f79668998840/Roemer-%C5%9Alimak+Roma.pdf?entityType=phd&entityId=UMWf110b799b6ba40cb9078e227f5860524
Analiza czynników wpływających na jakość życia pacjentów z nowotworem piersi poddawanych chemioterapii,https://ppm.edu.pl/info/phd/UMW4a13d3b5a1b541688f01bbdb045c5b34?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BAnaliza%2Bczynnik%25C3%25B3w%2Bwp%25C5%2582ywaj%25C4%2585cych%2Bna%2Bjako%25C5%259B%25C4%2587%2B%25C5%25BCycia%2Bpacjent%25C3%25B3w%2Bz%2Bnowotworem%2Bpiersi%2Bpoddawanych%2Bchemioterapii%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMW7e5178c9ff2048f0aaff7616574357ef/Ryznar-Zar%C4%99ba+Magdalena.pdf?entityType=phd&entityId=UMW4a13d3b5a1b541688f01bbdb045c5b34
Ocena stopnia regeneracji zębodołów poekstrakcyjnych trzecich zębów trzonowych dolnych z zastosowaniem inżynierii tkankowej oraz fotobiomodulacji,https://ppm.edu.pl/info/phd/UMW0613c0dbe03f484daed273eda063782f?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bstopnia%2Bregeneracji%2Bz%25C4%2599bodo%25C5%2582%25C3%25B3w%2Bpoekstrakcyjnych%2Btrzecich%2Bz%25C4%2599b%25C3%25B3w%2Btrzonowych%2Bdolnych%2Bz%2Bzastosowaniem%2Bin%25C5%25BCynierii%2Btkankowej%2Boraz%2Bfotobiomodulacji%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMW4c003cb46a5b4394b01d61fb0549a46f/Selahi+Daniel.pdf?entityType=phd&entityId=UMW0613c0dbe03f484daed273eda063782f
"Wykorzystanie innowacyjnych niefarmakologicznych metod stymulacji poznawczej (przezczaszkowa stymulacja mózgu, komputerowy trening poznawczy i krioterapia) w chorobach neurodegeneracyjnych mózgu",https://ppm.edu.pl/info/phd/UMW10a21e9a40d749a0b329566e232118bd?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWykorzystanie%2Binnowacyjnych%2Bniefarmakologicznych%2Bmetod%2Bstymulacji%2Bpoznawczej%2B%2528przezczaszkowa%2Bstymulacja%2Bm%25C3%25B3zgu%252C%2Bkomputerowy%2Btrening%2Bpoznawczy%2Bi%2Bkrioterapia%2529%2Bw%2Bchorobach%2Bneurodegeneracyjnych%2Bm%25C3%25B3zgu%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMWa9e0c426b44947839c45a5b90ee8b0ac/Senczyszyn+Adrianna.pdf?entityType=phd&entityId=UMW10a21e9a40d749a0b329566e232118bd
Zastosowanie wirtualnej rzeczywistości w procesie stymulowania funkcji poznawczych pacjentów onkologicznych poddawanych radioterapii,https://ppm.edu.pl/info/phd/UMWc1586049b9d24d69802df197b857030d?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZastosowanie%2Bwirtualnej%2Brzeczywisto%25C5%259Bci%2Bw%2Bprocesie%2Bstymulowania%2Bfunkcji%2Bpoznawczych%2Bpacjent%25C3%25B3w%2Bonkologicznych%2Bpoddawanych%2Bradioterapii%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMWc8867bd3ef264da4b3751b87b97933b5/Serweta-Pawlik+Anna.pdf?entityType=phd&entityId=UMWc1586049b9d24d69802df197b857030d
Nawyki żywieniowe dotyczące spożycia roślin strączkowych w populacji polskiej oraz ich wpływ na status redoks i wskaźniki metaboliczne,https://ppm.edu.pl/info/phd/UMWc133528eaf924f7b8bdb3d9fd7cae663?aq=.%3Ab10aa19e712b47a39463f17f3401e58a&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BNawyki%2B%25C5%25BCywieniowe%2Bdotycz%25C4%2585ce%2Bspo%25C5%25BCycia%2Bro%25C5%259Blin%2Bstr%25C4%2585czkowych%2Bw%2Bpopulacji%2Bpolskiej%2Boraz%2Bich%2Bwp%25C5%2582yw%2Bna%2Bstatus%2Bredoks%2Bi%2Bwska%25C5%25BAniki%2Bmetaboliczne%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,https://ppm.edu.pl/docstore/download/UMW653112b4fb214ab3b96acb76b46a0654/Sk%C3%B3rska-Bober+Katarzyna.pdf?entityType=phd&entityId=UMWc133528eaf924f7b8bdb3d9fd7cae663
