Title,URL,License,ID,File
Wybrane materiały ceramiczne stosowane w wykonawstwie stałych uzupełnień protetycznych bez podbudowy metalowej : badania porównawcze,https://ppm.edu.pl/info/phd/WUM0d2e9c06a61643b3abc307fd5904d7e6?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWybrane%2Bmateria%25C5%2582y%2Bceramiczne%2Bstosowane%2Bw%2Bwykonawstwie%2Bsta%25C5%2582ych%2Buzupe%25C5%2582nie%25C5%2584%2Bprotetycznych%2Bbez%2Bpodbudowy%2Bmetalowej%2B%253A%2Bbadania%2Bpor%25C3%25B3wnawcze%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,250,https://ppm.edu.pl/docstore/download/UMLdf1c1eb0fae44760a8ed3b8ca417389d/2022-065_Stelmach+A_CC-BY-NC.pdf?entityType=phd&entityId=UML6e3aeb8978864b87800c5948e07de48c
Rola reaktywnych form tlenu w niedokrwiennym uszkodzeniu przeszczepianej nerki,https://ppm.edu.pl/info/phd/WUM4aa001d3cfbb4323984d1004dfdd56d7?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BRola%2Breaktywnych%2Bform%2Btlenu%2Bw%2Bniedokrwiennym%2Buszkodzeniu%2Bprzeszczepianej%2Bnerki%2B%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,251,https://ppm.edu.pl/docstore/download/UMLdf1c1eb0fae44760a8ed3b8ca417389d/2022-065_Stelmach+A_CC-BY-NC.pdf?entityType=phd&entityId=UML6e3aeb8978864b87800c5948e07de48c
Ocena wpływu chlorowej pochodnej kwasu bisfosfonowego (clodronate) na proces przebudowy tkanki kostnej w doświadczalnie wywołanej osteopenii,https://ppm.edu.pl/info/phd/WUM0df0445de36e4c4bba80e8c8b598e7aa?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BOcena%2Bwp%25C5%2582ywu%2Bchlorowej%2Bpochodnej%2Bkwasu%2Bbisfosfonowego%2B%2528clodronate%2529%2Bna%2Bproces%2Bprzebudowy%2Btkanki%2Bkostnej%2Bw%2Bdo%25C5%259Bwiadczalnie%2Bwywo%25C5%2582anej%2Bosteopenii%2B%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,252,https://ppm.edu.pl/docstore/download/UMLdf1c1eb0fae44760a8ed3b8ca417389d/2022-065_Stelmach+A_CC-BY-NC.pdf?entityType=phd&entityId=UML6e3aeb8978864b87800c5948e07de48c
Gospodarka wapniowo-fosforanowa i densytometryczna ocena układu kostnego u młodych dorosłych z celiakią,https://ppm.edu.pl/info/phd/WUMba1e204f21e9442e9b9eb8d790aeb569?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BGospodarka%2Bwapniowo-fosforanowa%2Bi%2Bdensytometryczna%2Bocena%2Buk%25C5%2582adu%2Bkostnego%2Bu%2Bm%25C5%2582odych%2Bdoros%25C5%2582ych%2Bz%2Bceliaki%25C4%2585%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,253,https://ppm.edu.pl/docstore/download/UMLdf1c1eb0fae44760a8ed3b8ca417389d/2022-065_Stelmach+A_CC-BY-NC.pdf?entityType=phd&entityId=UML6e3aeb8978864b87800c5948e07de48c
Porównanie wpływu treningu oddechowego i treningu stabilizacji tułowia na równowagę i stabilność postawy ciała,https://ppm.edu.pl/info/phd/UML6e3aeb8978864b87800c5948e07de48c?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BPor%25C3%25B3wnanie%2Bwp%25C5%2582ywu%2Btreningu%2Boddechowego%2Bi%2Btreningu%2Bstabilizacji%2Btu%25C5%2582owia%2Bna%2Br%25C3%25B3wnowag%25C4%2599%2Bi%2Bstabilno%25C5%259B%25C4%2587%2Bpostawy%2Bcia%25C5%2582a%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,254,https://ppm.edu.pl/docstore/download/UMLdf1c1eb0fae44760a8ed3b8ca417389d/2022-065_Stelmach+A_CC-BY-NC.pdf?entityType=phd&entityId=UML6e3aeb8978864b87800c5948e07de48c
"Wpływ suplementacji melatoniną u osób wykonujących pracę zmianową na jakość snu, życia i poziom markerów stanu zapalnego",https://ppm.edu.pl/info/phd/UMW82e42a89e7a349a8b977e178709f150e?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWp%25C5%2582yw%2Bsuplementacji%2Bmelatonin%25C4%2585%2Bu%2Bos%25C3%25B3b%2Bwykonuj%25C4%2585cych%2Bprac%25C4%2599%2Bzmianow%25C4%2585%2Bna%2Bjako%25C5%259B%25C4%2587%2Bsnu%252C%2B%25C5%25BCycia%2Bi%2Bpoziom%2Bmarker%25C3%25B3w%2Bstanu%2Bzapalnego%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,255,https://ppm.edu.pl/docstore/download/UMW360826356a5a4488828434d0b6aa5fd3/Szewczyk+Pawe%C5%82.pdf?entityType=phd&entityId=UMW82e42a89e7a349a8b977e178709f150e
Zaburzenia gospodarki węglowodanowej w polskiej grupie uczestników Prospektywnego Badania Epidemiologicznego Ludności Miejskiej i Wiejskiej (PURE),https://ppm.edu.pl/info/phd/UMWca8fd295af744239acf797c1d0c56e1f?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZaburzenia%2Bgospodarki%2Bw%25C4%2599glowodanowej%2Bw%2Bpolskiej%2Bgrupie%2Buczestnik%25C3%25B3w%2BProspektywnego%2BBadania%2BEpidemiologicznego%2BLudno%25C5%259Bci%2BMiejskiej%2Bi%2BWiejskiej%2B%2528PURE%2529%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,256,https://ppm.edu.pl/docstore/download/UMWba62d1fce7cf4fffb1f85f57f4c95d05/%C5%9Awi%C4%99cicka-Klama+Agnieszka.pdf?entityType=phd&entityId=UMWca8fd295af744239acf797c1d0c56e1f
Wykorzystanie źródeł światła na bazie półprzewodników w wybranych zastosowaniach medycznych,https://ppm.edu.pl/info/phd/UMW8853687c5fe8424d922ae1d8e993ce39?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWykorzystanie%2B%25C5%25BAr%25C3%25B3de%25C5%2582%2B%25C5%259Bwiat%25C5%2582a%2Bna%2Bbazie%2Bp%25C3%25B3%25C5%2582przewodnik%25C3%25B3w%2Bw%2Bwybranych%2Bzastosowaniach%2Bmedycznych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,257,https://ppm.edu.pl/docstore/download/UMW301fa9ca7ec146358b8d20ca7074b6ff/Trafalski+Mateusz.pdf?entityType=phd&entityId=UMW8853687c5fe8424d922ae1d8e993ce39
Badania kliniczne i mikrobiologiczne migdałka gardłowego i wysięku z jamy bębenkowej u dzieci,https://ppm.edu.pl/info/phd/UMLbb08386f79b2409e8a2b0e6e912122d5?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BBadania%2Bkliniczne%2Bi%2Bmikrobiologiczne%2Bmigda%25C5%2582ka%2Bgard%25C5%2582owego%2Bi%2Bwysi%25C4%2599ku%2Bz%2Bjamy%2Bb%25C4%2599benkowej%2Bu%2Bdzieci%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,258,https://ppm.edu.pl/docstore/download/UML3b6f19edaf1447aa98c55901f9e92083/2022_040_Agata_Wi%C5%9Bniewska.pdf?entityType=phd&entityId=UMLbb08386f79b2409e8a2b0e6e912122d5
Wpływ zespołu kruchości na powikłania wczesne i późne w ostrych zespołach wieńcowych,https://ppm.edu.pl/info/phd/UMW3efdeba1b6de42788b305319b79fbd3b?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BWp%25C5%2582yw%2Bzespo%25C5%2582u%2Bkrucho%25C5%259Bci%2Bna%2Bpowik%25C5%2582ania%2Bwczesne%2Bi%2Bp%25C3%25B3%25C5%25BAne%2Bw%2Bostrych%2Bzespo%25C5%2582ach%2Bwie%25C5%2584cowych%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,259,https://ppm.edu.pl/docstore/download/UMW407ed57a026b4d2e85641299b8992fea/Wontor+Rados%C5%82aw.pdf?entityType=phd&entityId=UMW3efdeba1b6de42788b305319b79fbd3b
"Zmiana zachowań, postaw zdrowotnych i żywieniowych, parametrów antropometrycznych oraz morfologicznych i biochemicznych krwi obwodowej młodzieży 14-letniej z Wrocławia w latach 2017-2018 w porównaniu z rokiem 1997",https://ppm.edu.pl/info/phd/UMW540ea3c82d4d48cca35fb048e2f8c7f9?aq=.%3Aee6549ffc7dd4be0bd1ee75316dafe55&r=phd&ps=100&tab=&title=Doktoraty%2B%25E2%2580%2593%2BZmiana%2Bzachowa%25C5%2584%252C%2Bpostaw%2Bzdrowotnych%2Bi%2B%25C5%25BCywieniowych%252C%2Bparametr%25C3%25B3w%2Bantropometrycznych%2Boraz%2Bmorfologicznych%2Bi%2Bbiochemicznych%2Bkrwi%2Bobwodowej%2Bm%25C5%2582odzie%25C5%25BCy%2B14-letniej%2Bz%2BWroc%25C5%2582awia%2Bw%2Blatach%2B2017-2018%2Bw%2Bpor%25C3%25B3wnaniu%2Bz%2Brokiem%2B1997%2B%25E2%2580%2593%2BPolska%2BPlatforma%2BMedyczna&lang=pl,CC BY-NC,260,https://ppm.edu.pl/docstore/download/UMW54d3761597464803b6203581fb16aee3/Wo%C5%9B+Alicja.pdf?entityType=phd&entityId=UMW540ea3c82d4d48cca35fb048e2f8c7f9
